,AUD,BRL,CAD,CHF,CZK,EUR,GBP,HUF,IDR,INR,JPY,KRW,MXN,NOK,NZD,PHP,PLN,SEK,SGD,THB,TRY,ZAR,CLP,COP,PEN
2023-06-02,1.5096,4.9941,1.3419,0.90662,21.98,0.92911,0.79838,345.03,14843,82.36,138.86,1302.29,17.5162,11.0053,1.6401,55.869,4.1787,10.7317,1.3448,34.61,20.881,19.4611,798.3,4348.47,3.6845
2023-06-05,1.5172,4.9541,1.344,0.91038,22.051,0.93545,0.80751,345.44,14870,82.63,140.28,1306.35,17.5561,11.0641,1.6522,56.19,4.1848,10.8906,1.3518,34.88,21.231,19.3508,798.11,4281.97,3.6654
2023-06-06,1.5013,4.9179,1.3425,0.9078,22.016,0.93607,0.80598,345.06,14875,82.59,139.56,1300.13,17.4517,11.1181,1.6455,56.224,4.2043,10.8785,1.349,34.785,21.507,19.2446,795.68,4217.47,3.6588
2023-06-07,1.4933,4.9087,1.3391,0.90548,22.044,0.9331,0.80218,344.06,14838,82.5,139.42,1300.77,17.3629,11.0082,1.646,55.988,4.1705,10.8477,1.3466,34.74,23.133,19.0342,790.2,4221.47,3.6487
2023-06-08,1.4959,4.9237,1.3358,0.90817,22.003,0.93136,0.80202,343.35,14882,82.54,139.69,1303.77,17.3408,10.9509,1.6481,56.094,4.1714,10.8485,1.3467,34.84,23.366,18.9327,786.0,4170.46,3.6368
2023-06-09,1.4864,4.9133,1.3323,0.9013,21.954,0.92764,0.79587,342.05,14840,82.46,139.37,1290.45,17.38,10.7718,1.6352,56.054,4.1378,10.8284,1.3432,34.58,23.306,18.7208,787.5,4177.47,3.6466
2023-06-12,1.4789,4.8815,1.3337,0.90581,22.071,0.92894,0.79589,341.99,14860,82.42,139.37,1287.28,17.2779,10.8072,1.6294,56.039,4.124,10.7928,1.343,34.59,23.583,18.5629,806.0,4172.97,3.6208
2023-06-13,1.4752,4.8614,1.3345,0.90651,22.063,0.92653,0.79542,343.86,14866,82.33,139.55,1272.8,17.2941,10.7695,1.6274,55.825,4.1462,10.7848,1.3404,34.54,23.67,18.6315,803.25,4181.0,3.6393
2023-06-14,1.4724,4.856,1.3302,0.90212,22.015,0.92515,0.79059,343.05,14895,82.05,139.89,1277.56,17.2183,10.6171,1.6191,55.914,4.1218,10.6953,1.3414,34.71,23.582,18.4217,801.6,4174.47,3.63
2023-06-15,1.4719,4.8289,1.3324,0.90221,21.953,0.9243,0.79078,347.56,14982,82.24,141.29,1282.56,17.1764,10.6318,1.623,56.048,4.131,10.7409,1.3442,34.84,23.672,18.4169,792.78,4148.47,3.6237
2023-06-16,1.4537,4.814,1.3223,0.89094,21.719,0.91191,0.77903,340.14,14944,81.89,141.03,1274.55,17.123,10.5025,1.6041,55.851,4.0788,10.5713,1.3357,34.61,23.663,18.1489,793.7,4165.47,3.6008
2023-06-19,1.4616,4.8149,1.3194,0.89471,21.771,0.91558,0.7807,342.79,14998,81.95,141.86,1282.67,17.1002,10.6514,1.6137,55.743,4.0808,10.7071,1.341,34.78,23.645,18.1741,794.55,4176.47,3.6104
2023-06-20,1.4744,4.7906,1.3238,0.8971,21.729,0.91466,0.78391,340.76,15010,82.09,141.32,1286.32,17.1034,10.7157,1.6202,55.578,4.0669,10.7546,1.3435,34.74,23.57,18.268,803.18,4148.17,3.6175
2023-06-21,1.4789,4.7856,1.3215,0.89746,21.755,0.9155,0.78575,338.64,14951,82.01,141.8,1294.41,17.1558,10.7544,1.6202,55.614,4.0582,10.7629,1.3438,34.84,23.559,18.3814,803.45,4142.47,3.626
2023-06-22,1.4742,4.7639,1.3166,0.8944,21.559,0.91033,0.78393,336.3,14953,81.96,142.06,1296.88,17.1535,10.5589,1.6111,55.651,4.0285,10.6713,1.3419,35.08,24.238,18.4415,803.7,4097.47,3.6117
2023-06-23,1.4962,4.7992,1.3212,0.89792,21.733,0.91878,0.78536,339.86,15011,81.97,143.18,1310.11,17.246,10.8935,1.6316,55.766,4.0645,10.7268,1.353,35.21,25.246,18.711,805.45,4186.47,3.6147
2023-06-26,1.4972,4.779,1.3147,0.89183,21.661,0.91592,0.78657,338.07,15056,82.03,143.26,1305.71,17.1151,10.7236,1.6203,55.746,4.0633,10.7002,1.3524,35.17,25.903,18.606,804.45,4160.16,3.6299
2023-06-27,1.4947,4.7768,1.3157,0.89389,21.559,0.91316,0.78523,336.5,15001,81.99,143.49,1300.52,17.0844,10.7354,1.6199,55.289,4.0437,10.7209,1.3485,35.25,26.042,18.4668,796.93,4169.47,3.6174
2023-06-28,1.5108,4.84,1.3248,0.89797,21.652,0.91424,0.79009,339.85,14993,82.05,144.29,1311.33,17.0813,10.8242,1.6449,55.22,4.0924,10.7835,1.353,35.61,26.071,18.7265,799.85,4146.47,3.6108
2023-06-29,1.5067,4.846,1.3259,0.8944,21.655,0.91424,0.78991,339.09,15001,82.02,144.21,1315.39,17.0814,10.7556,1.6399,55.275,4.067,10.8041,1.3522,35.59,26.037,18.7091,802.65,4183.67,3.6161
2023-06-30,1.5091,4.8581,1.3266,0.90079,21.85,0.9203,0.78988,342.29,15079,82.1,144.63,1321.44,17.0821,10.7712,1.6435,55.294,4.085,10.8646,1.3558,35.415,26.062,18.938,800.93,4172.47,3.61
2023-07-03,1.5032,4.7787,1.325,0.89917,21.755,0.91752,0.78888,344.1,15059,81.95,144.79,1308.14,17.1218,10.7299,1.629,55.299,4.0724,10.857,1.3521,35.18,26.078,18.7577,798.12,4172.0,3.6069
2023-07-04,1.4948,4.7997,1.322,0.89601,21.749,0.91785,0.78635,344.55,15013,82.02,144.41,1298.4,17.0411,10.6432,1.6158,55.223,4.0583,10.8417,1.3487,34.91,26.054,18.6462,798.2,4137.37,3.6121
2023-07-05,1.501,4.8656,1.328,0.89916,21.854,0.9192,0.78762,347.83,15057,82.29,144.55,1300.94,17.0606,10.7046,1.6169,55.454,4.0958,10.8737,1.3525,34.91,26.09,18.7416,796.18,4125.82,3.6173
2023-07-06,1.4963,4.856,1.3294,0.89522,21.873,0.91752,0.78273,351.36,15067,82.44,143.66,1302.68,17.0666,10.6771,1.6086,55.549,4.1062,10.9226,1.3498,35.02,26.015,18.9265,801.84,4226.47,3.6322
2023-07-07,1.5077,4.9161,1.337,0.89585,21.992,0.91844,0.78341,356.66,15174,82.71,143.29,1305.94,17.256,10.7536,1.6205,55.561,4.1181,10.9364,1.3517,35.23,26.068,19.0963,807.02,4151.97,3.6264
2023-07-10,1.5049,4.86,1.3282,0.8902,21.763,0.91274,0.78252,349.26,15203,82.6,142.14,1304.77,17.1179,10.5545,1.6162,55.674,4.0624,10.8384,1.3484,35.12,26.095,18.8499,812.87,4153.14,3.635
2023-07-11,1.5009,4.8848,1.3275,0.88206,21.708,0.91,0.7745,345.35,15177,82.42,140.39,1294.26,17.0676,10.4213,1.6167,55.316,4.0552,10.7016,1.3421,34.77,26.108,18.6505,814.62,4171.67,3.6064
2023-07-12,1.4951,4.8518,1.3223,0.87852,21.619,0.90728,0.77461,341.57,15069,82.31,139.58,1289.06,17.0101,10.2803,1.6166,54.857,4.0349,10.597,1.3383,34.87,26.144,18.4513,810.82,4134.24,3.5679
2023-07-13,1.4576,4.8066,1.3159,0.86246,21.241,0.89429,0.7651,335.49,14959,82.09,138.47,1268.71,16.9243,10.059,1.5722,54.355,3.9638,10.2933,1.325,34.58,26.156,18.0782,810.62,4095.47,3.5588
2023-07-14,1.4571,4.7988,1.3125,0.85991,21.19,0.89119,0.76277,333.79,14970,82.17,138.59,1268.18,16.8877,9.9906,1.5675,54.483,3.9649,10.2424,1.3207,34.635,26.189,18.0046,813.7,4056.47,3.542
2023-07-17,1.4681,4.805,1.3219,0.85948,21.155,0.89047,0.76467,332.17,14998,82.02,138.36,1266.18,16.7833,10.0107,1.5785,54.43,3.9633,10.2291,1.3214,34.6,26.315,18.0392,817.68,4010.47,3.5432
2023-07-18,1.4681,4.798,1.3205,0.85713,21.162,0.88849,0.76267,332.01,14984,82.03,138.07,1261.24,16.7063,10.0751,1.5911,54.43,3.9501,10.2212,1.3208,34.15,26.968,17.9049,815.05,3993.47,3.5586
2023-07-19,1.4776,4.8116,1.3184,0.85796,21.322,0.89111,0.77453,334.17,14998,82.08,139.69,1265.66,16.7634,10.0392,1.5994,54.6,3.9661,10.2263,1.3255,34.155,26.932,17.9175,805.9,3972.47,3.5674
2023-07-20,1.4661,4.7928,1.3143,0.8605,21.399,0.8931,0.77628,338.7,14984,81.97,139.64,1271.08,16.79,9.9629,1.595,54.54,3.9754,10.2523,1.3224,33.96,26.913,17.8307,816.2,3977.97,3.5688
2023-07-21,1.4843,4.8042,1.3187,0.86577,21.633,0.89904,0.77952,341.9,15027,81.97,141.72,1285.19,16.9497,10.049,1.6166,54.73,4.0082,10.3854,1.3299,34.37,26.937,18.0149,822.0,3967.13,3.5727
2023-07-24,1.4842,4.7748,1.3189,0.86473,21.755,0.90123,0.77821,341.01,15021,81.81,141.01,1280.52,16.8828,10.087,1.6121,54.605,4.0068,10.4087,1.3304,34.39,26.954,17.8377,827.57,3950.64,3.5766
2023-07-25,1.4775,4.7216,1.3177,0.86852,21.76,0.9049,0.77955,342.35,15028,81.84,141.33,1275.57,16.8081,10.0991,1.6094,54.539,4.0053,10.4018,1.3281,34.49,26.952,17.5781,828.23,3969.97,3.5892
2023-07-26,1.483,4.7383,1.322,0.86346,21.747,0.90424,0.77489,347.35,15047,82.03,140.43,1275.48,16.8824,10.1275,1.6108,54.635,3.9967,10.4271,1.3276,34.28,26.948,17.7051,823.18,3940.84,3.5839
2023-07-27,1.4726,4.7341,1.3172,0.85771,21.602,0.89888,0.772,340.7,15003,81.92,140.18,1279.08,16.7809,10.0022,1.5997,54.57,3.9789,10.3357,1.3238,34.09,26.946,17.5135,829.48,3953.57,3.5814
2023-07-28,1.4994,4.7226,1.3218,0.86776,21.824,0.90827,0.77711,348.1,15095,82.2,139.28,1277.68,16.7098,10.1435,1.6217,54.864,4.0066,10.4946,1.3309,34.38,26.955,17.6484,828.73,3912.95,3.5844
2023-07-31,1.4911,4.7202,1.3214,0.87263,21.682,0.90719,0.77805,351.02,15080,82.26,142.18,1275.05,16.7004,10.1429,1.6124,54.905,3.998,10.5139,1.3299,34.23,26.955,17.7366,838.45,3922.35,3.587
2023-08-01,1.5093,4.7537,1.3281,0.87603,21.833,0.91158,0.78273,354.83,15120,82.28,142.98,1288.57,16.7984,10.2197,1.6257,54.86,4.0386,10.6195,1.3346,34.255,26.965,18.1175,839.95,4012.47,3.6296
2023-08-02,1.5194,4.7848,1.331,0.87774,21.783,0.91033,0.78323,352.19,15181,82.55,142.81,1295.19,16.8641,10.1607,1.635,55.169,4.0487,10.6336,1.3376,34.275,26.965,18.3505,848.03,4063.45,3.6301
2023-08-03,1.532,4.8478,1.3373,0.87623,21.985,0.91475,0.79096,357.53,15168,82.78,142.92,1301.49,17.2241,10.3151,1.6452,55.565,4.0796,10.7405,1.3427,34.625,26.964,18.6334,850.4,4169.97,3.6856
2023-08-04,1.5251,4.9086,1.3382,0.87685,22.163,0.91358,0.78744,357.88,15188,82.89,142.62,1311.35,17.3183,10.2191,1.6453,55.795,4.064,10.6888,1.343,34.79,26.991,18.6561,851.55,4033.97,3.6691
2023-08-07,1.5218,4.8806,1.3372,0.87627,22.054,0.91042,0.78444,354.61,15193,82.73,142.22,1307.7,17.0694,10.1498,1.6391,56.131,4.0184,10.6177,1.341,34.82,27.001,18.6062,858.3,4021.47,3.678
2023-08-08,1.5376,4.9315,1.3482,0.87719,22.149,0.91374,0.78726,354.99,15228,82.84,143.05,1320.19,17.1944,10.3207,1.6553,56.421,4.0662,10.731,1.3492,35.04,27.021,18.9026,861.23,4077.47,3.6857
2023-08-09,1.5298,4.8928,1.3439,0.87774,22.149,0.91174,0.78574,354.16,15191,82.86,143.46,1314.25,17.1504,10.2173,1.6505,56.28,4.0728,10.6852,1.3458,34.975,27.03,19.0481,860.8,4023.9,3.6794
2023-08-10,1.5216,4.889,1.3399,0.87286,21.983,0.90752,0.78331,349.51,15174,82.68,143.78,1312.57,17.0123,10.1447,1.6447,56.103,4.0428,10.6126,1.3455,35.015,27.039,18.7739,845.65,3948.01,3.6483
2023-08-11,1.5313,4.876,1.3441,0.87395,21.904,0.90876,0.78531,347.87,15278,82.79,144.47,1326.16,17.0022,10.3803,1.6629,56.502,4.032,10.7302,1.3495,35.03,27.047,18.8241,859.2,3960.73,3.6757
2023-08-14,1.5419,4.9189,1.3449,0.87905,21.993,0.91491,0.78879,350.21,15309,83.09,145.18,1335.22,17.0365,10.4611,1.6747,56.845,4.0618,10.833,1.3553,35.2,27.052,19.0192,856.1,4042.47,3.6928
2023-08-15,1.5457,4.9693,1.3493,0.87736,22.092,0.91525,0.7867,355.56,15340,83.34,145.56,1336.9,17.1269,10.4984,1.6754,56.859,4.1084,10.8356,1.3572,35.39,27.059,19.2028,859.2,4094.37,3.6918
2023-08-16,1.5477,4.9722,1.349,0.8799,22.041,0.91609,0.78458,353.11,15285,83.22,145.72,1338.5,17.0785,10.4919,1.6748,56.662,4.0791,10.8355,1.3578,35.36,27.062,19.116,869.53,4132.97,3.7088
2023-08-17,1.5533,4.9658,1.3503,0.87661,22.09,0.91743,0.78344,352.96,15346,83.03,145.76,1337.87,17.0785,10.5491,1.6787,56.64,4.1026,10.8868,1.3572,35.36,27.099,19.0294,866.43,4108.47,3.7019
2023-08-18,1.5643,4.9762,1.3558,0.88074,22.119,0.92022,0.78672,352.99,15319,83.08,145.5,1340.79,17.0775,10.6561,1.6886,56.341,4.1132,10.9858,1.3574,35.35,27.104,19.0605,867.3,4116.47,3.7026
2023-08-21,1.558,4.9633,1.3497,0.87899,22.021,0.91676,0.7836,349.95,15326,83.11,145.9,1338.76,17.045,10.5615,1.6875,56.42,4.1057,10.9181,1.356,35.125,27.164,18.9549,869.75,4105.35,3.7108
2023-08-22,1.5503,4.95,1.3517,0.87857,22.045,0.91853,0.78339,350.9,15338,82.96,145.77,1336.08,16.9214,10.581,1.6776,56.261,4.1006,10.8965,1.3552,35.02,27.201,18.7315,869.2,4114.95,3.7076
2023-08-23,1.5585,4.9335,1.3574,0.88144,22.334,0.9255,0.79272,354.77,15293,82.67,145.56,1340.36,16.8863,10.7108,1.6866,56.78,4.1437,11.0191,1.3584,35.11,27.217,18.7043,855.18,4073.3,3.6968
2023-08-24,1.5533,4.8768,1.3548,0.8821,22.26,0.92251,0.79013,354.46,15245,82.58,145.72,1322.0,16.8303,10.6804,1.6851,56.725,4.1299,10.994,1.3543,35.02,26.339,18.679,844.61,4102.47,3.6758
2023-08-25,1.5552,4.8597,1.3575,0.8849,22.314,0.92524,0.7924,353.24,15286,82.62,145.96,1323.63,16.7693,10.6569,1.6884,56.65,4.1349,11.0057,1.3546,35.065,26.477,18.651,844.68,4119.57,3.6782
2023-08-28,1.558,4.8698,1.3595,0.88444,22.333,0.92524,0.794,354.02,15288,82.62,146.51,1326.55,16.7012,10.7055,1.6916,56.7,4.1391,11.0104,1.3563,35.275,26.558,18.6528,850.68,4116.42,3.6798
2023-08-29,1.5581,4.884,1.3628,0.88475,22.367,0.92567,0.79478,353.84,15258,82.78,147.12,1326.4,16.7823,10.7049,1.6946,56.75,4.1396,10.9988,1.356,35.2,26.627,18.5597,857.93,4093.88,3.6711
2023-08-30,1.5446,4.8573,1.3562,0.87893,22.145,0.91861,0.78927,348.93,15240,82.69,146.2,1324.7,16.7626,10.6063,1.6765,56.77,4.1088,10.8773,1.3525,35.04,26.749,18.5716,849.71,4095.45,3.6799
2023-08-31,1.5444,4.8842,1.3545,0.88185,22.149,0.92013,0.78872,349.77,15230,82.75,145.83,1324.59,16.7341,10.6551,1.6801,56.63,4.1105,10.8971,1.3513,34.97,26.67,18.7891,851.43,4086.0,3.6755
2023-09-01,1.5434,4.9331,1.3515,0.88288,22.241,0.92217,0.7888,353.86,15240,82.72,145.21,1317.13,17.0775,10.592,1.675,56.54,4.1207,10.9701,1.3501,34.965,26.72,18.6933,850.78,4046.95,3.6842
2023-09-04,1.5469,4.9373,1.3597,0.88399,22.32,0.92584,0.79206,354.64,15245,82.68,146.38,1317.63,17.0684,10.6476,1.6823,56.61,4.1351,11.0184,1.3538,35.21,26.779,18.9427,,4048.77,3.6773
2023-09-05,1.5711,4.9561,1.3654,0.88976,22.515,0.93188,0.79708,359.71,15273,83.03,147.42,1333.75,17.2571,10.7572,1.7051,57.04,4.1832,11.1029,1.3618,35.485,26.79,19.2004,873.5,4089.45,3.6823
2023-09-06,1.5636,4.9792,1.3643,0.88981,22.538,0.93067,0.79575,362.17,15293,83.15,147.21,1331.62,17.5389,10.6952,1.696,57.01,4.1889,11.0847,1.361,35.52,26.777,19.2369,871.4,4074.45,3.6876
2023-09-07,1.5655,4.9795,1.3655,0.89234,22.754,0.93371,0.80205,361.89,15325,83.19,147.25,1336.79,17.4542,10.7194,1.6987,56.79,4.2841,11.12,1.3644,35.6,26.83,19.1615,882.45,4020.54,3.6975
2023-09-08,1.5642,4.9737,1.3661,0.89154,22.844,0.93423,0.80096,360.33,15357,83.02,147.46,1334.56,17.4719,10.6708,1.6935,56.67,4.3174,11.1211,1.3644,35.54,26.849,19.0929,894.54,4012.45,3.7013
2023-09-11,1.5531,4.9613,1.3582,0.89146,22.853,0.93249,0.79868,358.17,15365,82.96,146.55,1329.67,17.5495,10.6527,1.6878,56.73,4.3303,11.0775,1.3609,35.48,26.874,18.8997,890.15,3988.45,3.6846
2023-09-12,1.5572,4.9398,1.3582,0.89247,22.967,0.93345,0.80206,359.45,15367,82.92,146.94,1327.94,17.3332,10.6917,1.6942,56.65,4.3499,11.0963,1.3626,35.685,26.898,18.9751,892.15,3985.1,3.6823
2023-09-13,1.5617,4.9502,1.3562,0.89341,22.815,0.93171,0.80211,358.1,15376,83.0,147.47,1328.84,17.2573,10.6944,1.6946,56.74,4.3085,11.1316,1.3617,35.775,26.941,18.9416,881.35,3939.45,3.6873
2023-09-14,1.5515,4.907,1.3518,0.89357,22.803,0.93197,0.80144,358.15,15355,82.99,147.37,1325.67,17.1555,10.7212,1.6866,56.69,4.3127,11.137,1.3608,35.775,26.952,18.9292,888.23,3923.96,3.7055
2023-09-15,1.5479,4.8658,1.3519,0.89642,22.984,0.93826,0.80576,360.06,15368,83.15,147.78,1328.37,17.1022,10.7168,1.6896,56.87,4.3449,11.14,1.3627,35.79,26.976,19.0439,883.64,3925.02,3.7085
2023-09-18,1.5544,4.8678,1.3505,0.89693,22.888,0.93782,0.80785,360.25,15370,83.31,147.65,1325.6,17.092,10.8495,1.6944,56.77,4.3499,11.2419,1.3646,35.705,27.02,19.0331,883.64,3892.35,3.6949
2023-09-19,1.5463,4.8459,1.3416,0.89564,22.806,0.93345,0.80522,357.74,15380,83.21,147.67,1324.54,17.083,10.7258,1.6823,56.645,4.345,11.0935,1.3625,35.93,27.033,18.9331,883.64,3927.46,3.6859
2023-09-20,1.5416,4.8572,1.3424,0.89712,22.788,0.9344,0.80854,358.53,15358,83.08,147.9,1327.22,17.033,10.7288,1.6769,56.721,4.3359,11.101,1.3625,36.06,27.036,18.8367,882.35,3919.46,3.7055
2023-09-21,1.5625,4.8982,1.351,0.90531,22.978,0.94029,0.81535,364.63,15375,83.09,147.95,1340.9,17.151,10.8387,1.6929,56.921,4.3507,11.2139,1.369,36.19,27.123,18.9488,888.64,3947.46,3.7262
2023-09-22,1.5494,4.9117,1.3434,0.90636,22.88,0.93923,0.81521,363.2,15375,82.93,148.28,1332.99,17.156,10.7326,1.6749,56.758,4.3134,11.1571,1.3646,35.96,27.165,18.7818,892.26,3983.01,3.7335
2023-09-25,1.5559,4.939,1.3459,0.91,22.926,0.94047,0.81788,367.8,15381,83.12,148.67,1338.25,17.2363,10.7496,1.6762,56.753,4.3161,11.0298,1.3659,36.11,27.209,18.7539,901.03,4054.35,3.7603
2023-09-26,1.5595,4.9713,1.3501,0.91231,23.018,0.94295,0.82056,366.69,15490,83.26,148.86,1348.53,17.4273,10.7874,1.6768,57.007,4.3463,10.9892,1.3673,36.35,27.269,18.9901,903.8,4067.46,3.7705
2023-09-27,1.57,5.0034,1.353,0.91875,23.225,0.94913,0.82394,370.97,15551,83.19,149.2,1352.69,17.6181,10.783,1.6875,56.99,4.3897,11.0341,1.3714,36.58,27.304,19.1932,911.1,4109.96,3.7893
2023-09-28,1.564,5.0399,1.3479,0.9183,23.131,0.94886,0.81918,372.28,15545,83.16,149.28,1353.74,17.643,10.7373,1.6793,56.92,4.3973,11.0129,1.3693,36.68,27.417,19.1384,905.95,4059.46,3.7721
2023-09-29,1.5423,5.009,1.3429,0.91269,22.974,0.94393,0.8161,367.66,15465,83.08,149.24,1345.35,17.4655,10.6225,1.659,56.607,4.3688,10.8859,1.3633,36.51,27.422,18.861,887.85,4077.17,3.7721
2023-10-02,1.5643,5.057,1.3613,0.91491,23.229,0.94967,0.82268,369.04,15549,83.17,149.73,1355.76,17.5245,10.7526,1.6753,56.787,4.3802,11.0003,1.3722,36.94,27.462,19.1368,907.78,4159.46,3.7807
2023-10-03,1.5868,5.0979,1.3721,0.92272,23.397,0.9552,0.82888,369.4,15605,83.22,149.98,1361.46,17.7691,10.9139,1.6955,56.79,4.4159,11.1162,1.3748,37.06,27.499,19.3333,917.55,4222.81,3.7783
2023-10-04,1.5828,5.14,1.371,0.91779,23.271,0.95265,0.82488,368.98,15630,83.26,149.07,1354.78,17.9576,10.9684,1.695,56.69,4.4087,11.037,1.372,37.0,27.57,19.2836,922.25,4284.46,3.788
2023-10-05,1.5751,5.1655,1.3755,0.9144,23.196,0.95003,0.82277,367.74,15605,83.25,148.88,1349.46,18.0704,10.9921,1.683,56.68,4.369,11.018,1.37,36.94,27.557,19.5592,913.6,4345.96,3.806
2023-10-06,1.5727,5.1722,1.372,0.91158,23.121,0.9467,0.81899,366.19,15641,83.15,149.08,1347.18,18.2744,10.9902,1.6767,56.625,4.3532,10.986,1.3667,36.99,27.617,19.4017,920.25,4323.96,3.8102
2023-10-09,1.5712,5.1643,1.3655,0.90979,23.243,0.94958,0.82157,368.96,15690,83.3,149.14,1352.59,18.2715,10.9038,1.6724,56.89,4.3489,11.0232,1.3692,37.11,27.702,19.3809,917.79,4314.46,3.8217
2023-10-10,1.5628,5.123,1.3596,0.90616,23.215,0.945,0.81639,366.07,15730,83.24,149.04,1349.08,18.1937,10.8642,1.6643,56.84,4.3059,10.9625,1.3665,36.72,27.725,19.1627,929.38,4230.25,3.8061
2023-10-11,1.5588,5.0416,1.3607,0.90306,23.164,0.94304,0.81351,364.53,15722,83.18,148.88,1340.31,17.8705,10.8405,1.6611,56.775,4.2586,10.9067,1.3628,36.415,27.734,18.8948,925.15,4214.46,3.8039
2023-10-12,1.5617,5.0479,1.3594,0.90084,23.119,0.94171,0.81232,363.41,15663,83.24,149.12,1337.29,17.7746,10.8452,1.6672,56.65,4.2651,10.8706,1.3627,36.15,27.748,18.8417,937.3,4261.69,3.8236
2023-10-13,1.5832,5.0696,1.368,0.90707,23.442,0.95021,0.82112,368.42,15683,83.27,149.6,1352.22,17.9386,10.9426,1.6934,56.79,4.3092,10.9749,1.3688,36.35,27.801,18.9677,939.5,4234.46,3.849
2023-10-16,1.5809,5.0607,1.3627,0.90197,23.405,0.94895,0.82127,367.29,15704,83.25,149.5,1354.42,17.9663,10.929,1.6889,56.76,4.2449,10.9485,1.369,36.27,27.881,18.7957,944.75,4239.96,3.845
2023-10-17,1.5727,5.0435,1.3635,0.90046,23.278,0.94616,0.82146,364.25,15715,83.22,149.52,1352.62,17.9371,10.9528,1.6964,56.745,4.1889,10.9093,1.3692,36.41,27.919,18.8417,935.98,4197.4,3.8308
2023-10-18,1.5699,5.0445,1.3654,0.89844,23.36,0.94652,0.81978,363.59,15758,83.25,149.65,1351.85,18.0073,10.9749,1.6961,56.71,4.2035,10.9459,1.3693,36.27,28.009,18.8279,944.87,4247.46,3.8535
2023-10-19,1.5834,5.0691,1.3719,0.89695,23.37,0.94715,0.82495,363.7,15855,83.23,149.85,1358.97,18.3445,11.0791,1.7161,56.87,4.2148,11.0016,1.3733,36.47,27.998,19.1315,935.75,4265.46,3.8534
2023-10-20,1.5836,5.0562,1.3683,0.89151,23.325,0.9442,0.82346,361.68,15858,83.07,149.94,1351.71,18.3531,11.029,1.7152,56.81,4.2161,10.9848,1.3715,36.52,28.02,19.0596,944.0,4233.46,3.8707
2023-10-23,1.5858,5.0509,1.3723,0.8928,23.257,0.94366,0.82243,360.46,15939,83.14,149.96,1352.08,18.346,11.1338,1.7194,56.84,4.2078,11.0476,1.3722,36.48,28.05,19.062,933.7,4212.56,3.8485
2023-10-24,1.5715,5.02,1.3698,0.89362,23.193,0.94056,0.81852,360.42,15856,83.06,149.79,1343.82,18.155,11.1226,1.7093,56.8,4.1977,11.0474,1.3668,36.2,28.099,19.1093,927.0,4212.46,3.8469
2023-10-25,1.577,4.9984,1.3757,0.8958,23.348,0.94554,0.82489,364.32,15878,83.18,149.91,1349.44,18.2714,11.1933,1.7177,56.86,4.2384,11.1304,1.3695,36.19,28.114,19.1396,922.2,4179.46,3.8591
2023-10-26,1.5862,4.9994,1.3819,0.8981,23.448,0.94877,0.82704,363.85,15920,83.24,150.36,1357.37,18.3909,11.2476,1.7249,57.01,4.2384,11.1959,1.3713,36.29,28.159,19.0825,932.95,4134.75,3.8528
2023-10-27,1.5763,4.9759,1.3824,0.90143,23.392,0.94868,0.82557,363.28,15940,83.25,149.97,1356.97,18.0858,11.2214,1.7173,56.98,4.242,11.2167,1.3713,36.21,28.195,18.9126,907.2,4100.46,3.8403
2023-10-30,1.5688,4.9931,1.3833,0.90184,23.156,0.94295,0.82362,360.61,15890,83.26,149.74,1348.77,18.0301,11.1179,1.7138,56.89,4.2023,11.1325,1.3657,35.9,28.24,18.7582,906.38,4053.96,3.8062
2023-10-31,1.5763,5.061,1.3854,0.9047,23.126,0.94171,0.82273,359.85,15885,83.27,150.96,1351.03,18.0385,11.1814,1.7162,56.78,4.1817,11.1381,1.3678,36.035,28.295,18.7877,894.0,4115.46,3.8238
2023-11-01,1.5717,5.0264,1.3865,0.90842,23.419,0.94904,0.82514,364.19,15947,83.28,151.21,1356.33,17.9802,11.1948,1.7147,56.81,4.2382,11.2043,1.3707,36.2,28.331,18.6342,896.5,4079.46,3.8188
2023-11-02,1.5517,4.9543,1.3795,0.90254,23.107,0.938,0.81892,358.32,15810,83.2,149.98,1329.27,17.5897,11.1381,1.6922,56.505,4.1736,11.0862,1.3622,35.88,28.35,18.3562,887.75,4019.75,3.754
2023-11-03,1.5397,4.8984,1.3692,0.89936,22.813,0.9344,0.81277,355.43,15664,83.21,149.38,1310.43,17.3615,11.076,1.6742,56.08,4.1581,10.9699,1.3564,35.56,28.408,18.3404,874.13,3983.82,3.7367
2023-11-06,1.5384,4.8967,1.3652,0.89805,22.757,0.93101,0.80663,353.77,15534,83.23,149.77,1298.15,17.4693,11.0078,1.6746,55.906,4.1588,10.8533,1.3501,35.565,28.439,18.2617,881.5,3977.96,3.7578
2023-11-07,1.5568,4.8631,1.3737,0.9008,23.041,0.9358,0.81279,354.2,15663,83.27,150.45,1308.32,17.5227,11.1567,1.6888,56.065,4.1754,10.9204,1.3553,35.615,28.5,18.39,883.78,4007.83,3.7629
2023-11-08,1.5549,4.8854,1.3786,0.89954,23.115,0.93712,0.81543,355.52,15677,83.29,150.85,1313.87,17.5217,11.1803,1.6874,55.985,4.1847,10.9226,1.357,35.533,28.513,18.4884,899.13,4092.96,3.7824
2023-11-09,1.562,4.8993,1.3784,0.90141,22.968,0.93537,0.81569,354.04,15640,83.29,151.13,1311.29,17.5447,11.1622,1.6869,55.855,4.1614,10.8821,1.3584,35.627,28.501,18.6069,915.65,4040.46,3.7947
